WKT,name,description
"POLYGON ((110.0277252 -7.8933528, 110.2117462 -7.9872014, 110.3422088 -8.0293583, 110.371048 -8.0647123, 110.4506988 -8.1055015, 110.6017608 -8.1503649, 110.7226105 -8.2006602, 110.8283539 -8.2033787, 110.8311004 -8.1816303, 110.8173675 -8.1422083, 110.7926483 -8.1598807, 110.7857818 -8.1313325, 110.7844086 -8.0728705, 110.758316 -8.0184795, 110.7693023 -7.9096759, 110.7830353 -7.8607048, 110.7844086 -7.811728, 110.758316 -7.8266938, 110.7226105 -7.7967617, 110.682785 -7.8103675, 110.6786651 -7.7817949, 110.6511993 -7.7967617, 110.5880279 -7.8008435, 110.5605621 -7.7817949, 110.531723 -7.7926799, 110.4918976 -7.7532204, 110.4671783 -7.6416253, 110.456192 -7.5708425, 110.4397125 -7.5476994, 110.3930206 -7.5912618, 110.3435821 -7.6225695, 110.3023834 -7.655236, 110.2707977 -7.7069528, 110.2653045 -7.6443475, 110.2433319 -7.6497918, 110.2131195 -7.6470696, 110.1911468 -7.6443475, 110.1458282 -7.6484307, 110.111496 -7.6647633, 110.1320953 -7.6906219, 110.1279754 -7.7423344, 110.1101227 -7.7804343, 110.055191 -7.8457403, 110.0277252 -7.8933528))",DI Yogyakarta,
