WKT,name,description
"POLYGON ((106.7239785 -6.0891959, 106.688273 -6.0960235, 106.6965127 -6.1117269, 106.6868997 -6.1260643, 106.686213 -6.1451802, 106.688273 -6.1704395, 106.7205453 -6.1909191, 106.7239785 -6.2073023, 106.7177987 -6.2236849, 106.7411447 -6.2257327, 106.7548776 -6.2598614, 106.7528176 -6.2755598, 106.7789102 -6.3130977, 106.8111825 -6.3158276, 106.7933297 -6.3615516, 106.8098092 -6.3629164, 106.818049 -6.3519976, 106.8359017 -6.3547274, 106.848948 -6.3397138, 106.8613076 -6.3554098, 106.8729806 -6.3526801, 106.8894601 -6.3690581, 106.9011331 -6.3676933, 106.9141793 -6.3629164, 106.9196725 -6.3287945, 106.9196725 -6.3035428, 106.9100595 -6.2885277, 106.9100595 -6.255766, 106.9320321 -6.2523532, 106.9443917 -6.2516707, 106.9526315 -6.2161762, 106.9663644 -6.2066196, 106.9718575 -6.1759008, 106.9711709 -6.1506418, 106.9711709 -6.1212852, 106.969111 -6.0932925, 106.9237924 -6.0973891, 106.8771005 -6.0953408, 106.8338418 -6.1233334, 106.8146157 -6.119237, 106.8015695 -6.0994374, 106.7802835 -6.1055821, 106.7644906 -6.1021684, 106.7480111 -6.0960235, 106.7576242 -6.0775886, 106.7459512 -6.0741747, 106.7390847 -6.0891959, 106.7239785 -6.0891959))",DKI Jakarta,
