WKT,name,description
"POLYGON ((106.8017726 -6.319895, 106.7791133 -6.3216011, 106.7712169 -6.3574296, 106.7592006 -6.3608417, 106.7193752 -6.3615241, 106.724525 -6.3854082, 106.7334514 -6.4099735, 106.7423778 -6.422938, 106.7392879 -6.4321495, 106.7605739 -6.4389726, 106.7791133 -6.4475015, 106.7959361 -6.4434077, 106.8024593 -6.4553479, 106.8086391 -6.4618297, 106.8240886 -6.4608062, 106.843658 -6.4628531, 106.8673473 -6.4638765, 106.8800502 -6.4652411, 106.88829 -6.4512541, 106.8965297 -6.4369257, 106.9051128 -6.4335141, 106.9136958 -6.424985, 106.9253688 -6.4164558, 106.9322353 -6.4062205, 106.9391017 -6.3939379, 106.9425349 -6.3830198, 106.9463115 -6.3710779, 106.9339519 -6.364595, 106.9143825 -6.3611829, 106.9064861 -6.3693719, 106.8838268 -6.3714191, 106.8694072 -6.3587944, 106.8549876 -6.3550411, 106.8450313 -6.3461695, 106.8391948 -6.3567472, 106.8230586 -6.3605005, 106.8069225 -6.3676658, 106.7969661 -6.3635714, 106.7907863 -6.3567472, 106.7907863 -6.3471931, 106.7966228 -6.3376389, 106.8017726 -6.319895))",Kota Depok,
